num,issn,score,name
3280,0260-437X,2.997,JOURNAL OF APPLIED TOXICOLOGY
3281,0022-3549,2.997,JOURNAL OF PHARMACEUTICAL SCIENCES
3282,0021-8898,2.995,JOURNAL OF APPLIED CRYSTALLOGRAPHY
3283,0167-6636,2.993,MECHANICS OF MATERIALS
3284,0000-0000,2.992,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY
3285,1742-9145,2.992,Journal of Plant Interactions
3286,0957-4158,2.992,MECHATRONICS
3287,1029-8428,2.992,NEUROTOXICITY RESEARCH
3288,1755-5817,2.991,CIRP Journal of Manufacturing Science and Technology
3289,0000-0000,2.991,COMPUTERS & GEOSCIENCES
3290,0021-9606,2.991,JOURNAL OF CHEMICAL PHYSICS
3291,0000-0000,2.991,Life-Basel
3292,1351-8216,2.990,HAEMOPHILIA
3293,1471-2180,2.989,BMC MICROBIOLOGY
3294,1757-2215,2.989,Journal of Ovarian Research
3295,0737-3937,2.988,DRYING TECHNOLOGY
3296,0160-7715,2.988,JOURNAL OF BEHAVIORAL MEDICINE
3297,2469-9985,2.988,PHYSICAL REVIEW C
3298,0969-6016,2.987,International Transactions in Operational Research
3299,0969-6016,2.987,International Transactions in Operational Research
3300,0020-9910,2.986,INVENTIONES MATHEMATICAE
3301,0006-291X,2.985,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS
3302,1531-3433,2.985,Current Pain and Headache Reports
3303,0021-9991,2.985,JOURNAL OF COMPUTATIONAL PHYSICS
3304,0378-1119,2.984,GENE
3305,1178-6973,2.984,Infection and Drug Resistance
3306,1050-3307,2.984,PSYCHOTHERAPY RESEARCH
3307,1225-4568,2.984,STRUCTURAL ENGINEERING AND MECHANICS
3308,1040-8738,2.983,CURRENT OPINION IN OPHTHALMOLOGY
3309,0000-0000,2.982,Nano Futures
3310,1019-6781,2.981,Electronic Markets
3311,0022-4405,2.981,JOURNAL OF SCHOOL PSYCHOLOGY
3312,0887-3801,2.979,JOURNAL OF COMPUTING IN CIVIL ENGINEERING
3313,0166-4328,2.977,BEHAVIOURAL BRAIN RESEARCH
3314,1755-4365,2.976,Epidemics
3315,1639-4488,2.976,GEOSTANDARDS AND GEOANALYTICAL RESEARCH
3316,0000-0000,2.976,INTERNATIONAL JOURNAL OF REMOTE SENSING
3317,0192-8651,2.976,JOURNAL OF COMPUTATIONAL CHEMISTRY
3318,1758-2229,2.975,Environmental Microbiology Reports
3319,0309-1317,2.975,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH
3320,1547-691X,2.974,Journal of Immunotoxicology
3321,0192-0790,2.973,JOURNAL OF CLINICAL GASTROENTEROLOGY
3322,1064-8011,2.973,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH
3323,2053-0196,2.971,Anthropocene Review
3324,2053-0196,2.971,Anthropocene Review
3325,1388-0209,2.971,PHARMACEUTICAL BIOLOGY
3326,0146-1672,2.970,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN
3327,0000-0000,2.969,LEUKEMIA & LYMPHOMA
3328,0959-9851,2.968,CLINICAL AUTONOMIC RESEARCH
3329,0344-5704,2.967,CANCER CHEMOTHERAPY AND PHARMACOLOGY
3330,0749-0690,2.966,CLINICS IN GERIATRIC MEDICINE
3331,0146-2806,2.966,CURRENT PROBLEMS IN CARDIOLOGY
3332,0000-0000,2.966,International Journal of Bipolar Disorders
3333,1745-3674,2.965,Acta Orthopaedica
3334,2314-6745,2.965,Journal of Diabetes Research
3335,0000-0000,2.964,Financial Innovation
3336,1750-743X,2.964,Immunotherapy
3337,0304-3932,2.963,JOURNAL OF MONETARY ECONOMICS
3338,0000-0000,2.962,Innovation-Organization & Management
3339,1389-2002,2.960,CURRENT DRUG METABOLISM
3340,1749-8546,2.960,Chinese Medicine
3341,0000-0000,2.960,Gastroenterology Report
3342,0000-0000,2.960,NUMERICAL HEAT TRANSFER PART A-APPLICATIONS
3343,1073-2322,2.960,SHOCK
3344,0887-2333,2.959,TOXICOLOGY IN VITRO
3345,1057-7408,2.958,JOURNAL OF CONSUMER PSYCHOLOGY
3346,0000-0000,2.957,Journal of the Association for Information Systems
3347,0000-0000,2.957,Journal of the Association for Information Systems
3348,0000-0000,2.955,HLA
3349,1880-6546,2.955,Journal of Physiological Sciences
3350,1687-4757,2.953,PPAR Research
3351,0149-1423,2.952,AAPG BULLETIN
3352,1043-4666,2.952,CYTOKINE
3353,1138-7548,2.952,JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY
3354,1359-5113,2.952,PROCESS BIOCHEMISTRY
3355,0000-0000,2.951,Advanced Theory and Simulations
3356,0007-1013,2.951,BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY
3357,0882-8156,2.950,WEATHER AND FORECASTING
3358,0168-874X,2.949,FINITE ELEMENTS IN ANALYSIS AND DESIGN
3359,1879-8500,2.948,Practical Radiation Oncology
3360,1350-1925,2.946,NEUROGASTROENTEROLOGY AND MOTILITY
3361,1860-8965,2.945,Forensic Toxicology
3362,0144-8463,2.942,BIOSCIENCE REPORTS
3363,1179-1349,2.942,Clinical Epidemiology
3364,2041-2649,2.941,Briefings in Functional Genomics
3365,0916-9636,2.941,HYPERTENSION RESEARCH
3366,0065-2296,2.940,Advances in Botanical Research
3367,1041-6102,2.940,INTERNATIONAL PSYCHOGERIATRICS
3368,1041-6102,2.940,INTERNATIONAL PSYCHOGERIATRICS
3369,0899-823X,2.938,INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY
3370,0733-5210,2.938,JOURNAL OF CEREAL SCIENCE
3371,0143-974X,2.938,JOURNAL OF CONSTRUCTIONAL STEEL RESEARCH
3372,0277-2116,2.937,JOURNAL OF PEDIATRIC GASTROENTEROLOGY AND NUTRITION
3373,0219-1377,2.936,KNOWLEDGE AND INFORMATION SYSTEMS
3374,0960-3115,2.935,BIODIVERSITY AND CONSERVATION
3375,0000-0000,2.935,JOURNAL OF BUSINESS & ECONOMIC STATISTICS
3376,0000-0000,2.935,JOURNAL OF BUSINESS & ECONOMIC STATISTICS
3377,0047-2352,2.935,JOURNAL OF CRIMINAL JUSTICE
3378,0066-4812,2.934,ANTIPODE
3379,0253-6269,2.934,ARCHIVES OF PHARMACAL RESEARCH
3380,0168-1702,2.934,VIRUS RESEARCH
3381,0304-4203,2.933,MARINE CHEMISTRY
3382,1460-4582,2.932,Health Informatics Journal
3383,0952-3278,2.932,PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS
3384,0000-0000,2.931,Matter and Radiation at Extremes
3385,0000-0000,2.930,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY
3386,0000-0000,2.929,Chemical and Biological Technologies in Agriculture
3387,1478-4491,2.929,Human Resources for Health
3388,0022-3093,2.929,JOURNAL OF NON-CRYSTALLINE SOLIDS
3389,1051-2276,2.929,JOURNAL OF RENAL NUTRITION
3390,1752-7155,2.929,Journal of Breath Research
3391,1527-3342,2.928,IEEE MICROWAVE MAGAZINE
3392,0898-4921,2.928,JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY
3393,0362-5915,2.927,ACM TRANSACTIONS ON DATABASE SYSTEMS
3394,0022-3484,2.926,JOURNAL OF PERIODONTAL RESEARCH
3395,0095-2990,2.925,AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE
3396,0095-2990,2.925,AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE
3397,1536-1632,2.925,MOLECULAR IMAGING AND BIOLOGY
3398,0000-0000,2.924,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS
3399,0000-0000,2.924,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS
3400,0920-4741,2.924,WATER RESOURCES MANAGEMENT
3401,0022-3069,2.923,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY
3402,0003-004X,2.922,AMERICAN MINERALOGIST
3403,0000-0000,2.922,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE
3404,0000-0000,2.922,Wiley Interdisciplinary Reviews-Energy and Environment
3405,0000-0000,2.921,Quantum
3406,1869-9510,2.921,Solid Earth
3407,1070-5295,2.920,Current Opinion in Critical Care
3408,0885-3177,2.920,PANCREAS
3409,0000-0000,2.919,Nano Convergence
3410,1053-8569,2.918,PHARMACOEPIDEMIOLOGY AND DRUG SAFETY
3411,1359-107X,2.917,BRITISH JOURNAL OF HEALTH PSYCHOLOGY
3412,1018-2438,2.917,INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY
3413,0269-5022,2.917,PAEDIATRIC AND PERINATAL EPIDEMIOLOGY
3414,1436-6002,2.917,Topics in Organometallic Chemistry
3415,1226-2617,2.914,ALGAE
3416,0882-4010,2.914,MICROBIAL PATHOGENESIS
3417,0018-9383,2.913,IEEE TRANSACTIONS ON ELECTRON DEVICES
3418,1568-0096,2.912,CURRENT CANCER DRUG TARGETS
3419,0733-8619,2.910,NEUROLOGIC CLINICS
3420,1470-269X,2.910,PHARMACOGENOMICS JOURNAL
3421,1088-8438,2.910,SCIENTIFIC STUDIES OF READING
3422,0098-7921,2.909,POPULATION AND DEVELOPMENT REVIEW
3423,0007-1315,2.908,BRITISH JOURNAL OF SOCIOLOGY
3424,0267-8292,2.908,LIQUID CRYSTALS
3425,0000-0000,2.908,R & D MANAGEMENT
3426,1660-5373,2.908,Tourism Review
3427,1016-9040,2.907,EUROPEAN PSYCHOLOGIST
3428,1746-0913,2.907,Future Microbiology
3429,0265-1335,2.907,INTERNATIONAL MARKETING REVIEW
3430,1476-511X,2.906,Lipids in Health and Disease
3431,0042-207X,2.906,VACUUM
3432,0945-6317,2.906,VIRCHOWS ARCHIV
3433,2041-1006,2.905,Molecular Oral Microbiology
3434,0939-5555,2.904,ANNALS OF HEMATOLOGY
3435,0000-0000,2.904,SENSORS AND ACTUATORS A-PHYSICAL
3436,1066-8888,2.904,VLDB JOURNAL
3437,0883-2927,2.903,APPLIED GEOCHEMISTRY
3438,1942-7603,2.903,Drug Testing and Analysis
3439,0000-0000,2.901,MATERIALS AND STRUCTURES
3440,0921-9668,2.901,PLANT FOODS FOR HUMAN NUTRITION
3441,1077-5595,2.900,CHILD MALTREATMENT
3442,0000-0000,2.899,GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS
3443,2047-2978,2.899,Journal of Global Health
3444,2047-2978,2.899,Journal of Global Health
3445,0179-7158,2.899,STRAHLENTHERAPIE UND ONKOLOGIE
3446,0000-0000,2.898,World Journal of Gastrointestinal Oncology
3447,1350-6307,2.897,ENGINEERING FAILURE ANALYSIS
3448,2212-4209,2.896,International Journal of Disaster Risk Reduction
3449,1090-0268,2.896,JOURNAL OF COMPOSITES FOR CONSTRUCTION
3450,0169-7439,2.895,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS
3451,0012-1606,2.895,DEVELOPMENTAL BIOLOGY
3452,0065-9266,2.895,MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY
3453,0717-3458,2.894,ELECTRONIC JOURNAL OF BIOTECHNOLOGY
3454,1572-1000,2.894,Photodiagnosis and Photodynamic Therapy
3455,1359-1789,2.893,AGGRESSION AND VIOLENT BEHAVIOR
3456,0749-8047,2.893,CLINICAL JOURNAL OF PAIN
3457,1557-0576,2.893,Journal of Neurologic Physical Therapy
3458,0000-0000,2.892,CELL STRESS & CHAPERONES
3459,0000-0000,2.892,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY
3460,1934-5925,2.892,Journal of Cardiovascular Computed Tomography
3461,0094-6176,2.892,SEMINARS IN THROMBOSIS AND HEMOSTASIS
3462,0000-0000,2.892,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS
3463,1370-4621,2.891,NEURAL PROCESSING LETTERS
3464,0887-8994,2.890,PEDIATRIC NEUROLOGY
3465,1046-8188,2.889,ACM TRANSACTIONS ON INFORMATION SYSTEMS
3466,1434-193X,2.889,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY
3467,1664-2295,2.889,Frontiers in Neurology
3468,2226-4108,2.889,Journal of Advanced Ceramics
3469,2211-0348,2.889,Multiple Sclerosis and Related Disorders
3470,0021-9614,2.888,JOURNAL OF CHEMICAL THERMODYNAMICS
3471,0000-0000,2.888,Paleoceanography and Paleoclimatology
3472,1179-1322,2.886,Cancer Management and Research
3473,0953-8194,2.886,JOURNAL OF NEUROENDOCRINOLOGY
3474,0898-5626,2.885,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT
3475,1572-3097,2.885,Review of Finance
3476,0955-7997,2.884,ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS
3477,0031-9155,2.883,PHYSICS IN MEDICINE AND BIOLOGY
3478,1359-432X,2.882,European Journal of Work and Organizational Psychology
3479,0000-0000,2.882,THEORETICAL AND APPLIED CLIMATOLOGY
3480,0000-0000,2.882,UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS
3481,1573-3882,2.881,Metabolomics
3482,0000-0000,2.880,Applied Nanoscience
3483,0000-0000,2.880,Wiley Interdisciplinary Reviews-Cognitive Science
3484,1341-9625,2.879,International Journal of Clinical Oncology
3485,1319-0164,2.879,SAUDI PHARMACEUTICAL JOURNAL
3486,1465-6566,2.878,EXPERT OPINION ON PHARMACOTHERAPY
3487,0000-0000,2.878,Ecosphere
3488,1615-9306,2.878,JOURNAL OF SEPARATION SCIENCE
3489,0003-2697,2.877,ANALYTICAL BIOCHEMISTRY
3490,0000-0000,2.875,JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME
3491,0730-8884,2.875,WORK AND OCCUPATIONS
3492,0000-0000,2.873,EPJ Data Science
3493,0000-0000,2.873,EPJ Data Science
3494,0000-0000,2.871,CHEMIE DER ERDE-GEOCHEMISTRY
3495,0000-0000,2.871,DIGITAL SIGNAL PROCESSING
3496,0000-0000,2.871,INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW
3497,0000-0000,2.870,ACS Omega
3498,0000-0000,2.870,Air Quality Atmosphere and Health
3499,1744-9561,2.869,Biology Letters
3500,0049-3848,2.869,THROMBOSIS RESEARCH
3501,0738-1360,2.868,Marine Resource Economics
3502,0738-1360,2.868,Marine Resource Economics
3503,0000-0000,2.867,JOURNAL OF MANAGEMENT IN ENGINEERING
3504,0138-9130,2.867,SCIENTOMETRICS
3505,0138-9130,2.867,SCIENTOMETRICS
3506,0029-5981,2.866,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING
3507,0000-0000,2.866,Sports Health-A Multidisciplinary Approach
3508,0006-2960,2.865,BIOCHEMISTRY
3509,0091-0627,2.864,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY
3510,1812-0784,2.864,Ocean Science
3511,2041-3866,2.864,Organizational Psychology Review
3512,1869-6716,2.864,Translational Behavioral Medicine
3513,1869-6716,2.864,Translational Behavioral Medicine
3514,0927-0256,2.863,COMPUTATIONAL MATERIALS SCIENCE
3515,0361-476X,2.863,CONTEMPORARY EDUCATIONAL PSYCHOLOGY
3516,0000-0000,2.863,METEORITICS & PLANETARY SCIENCE
3517,0000-0000,2.862,IET Generation Transmission & Distribution
3518,2150-8097,2.862,Proceedings of the VLDB Endowment
3519,0951-192X,2.861,INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING
3520,0022-4375,2.861,JOURNAL OF SAFETY RESEARCH
3521,0000-0000,2.860,Andrology
3522,0163-8343,2.860,GENERAL HOSPITAL PSYCHIATRY
3523,0163-8343,2.860,GENERAL HOSPITAL PSYCHIATRY
3524,0022-3999,2.860,JOURNAL OF PSYCHOSOMATIC RESEARCH
3525,0022-3999,2.860,JOURNAL OF PSYCHOSOMATIC RESEARCH
3526,1435-9448,2.859,ANIMAL COGNITION
3527,0094-1190,2.858,JOURNAL OF URBAN ECONOMICS
3528,0261-0183,2.857,CRITICAL SOCIAL POLICY
3529,1520-6106,2.857,JOURNAL OF PHYSICAL CHEMISTRY B
3530,0018-1560,2.856,HIGHER EDUCATION
3531,0969-7764,2.855,EUROPEAN URBAN AND REGIONAL STUDIES
3532,0000-0000,2.855,Environment and Planning A-Economy and Space
3533,0341-2695,2.854,INTERNATIONAL ORTHOPAEDICS
3534,1529-7535,2.854,Pediatric Critical Care Medicine
3535,0148-6071,2.853,JOURNAL OF PARENTERAL AND ENTERAL NUTRITION
3536,0002-838X,2.852,AMERICAN FAMILY PHYSICIAN
3537,1009-637X,2.851,Journal of Geographical Sciences
3538,1556-9543,2.851,Toxin Reviews
3539,1877-2641,2.851,Waste and Biomass Valorization
3540,0706-652X,2.849,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES
3541,1631-0705,2.849,COMPTES RENDUS PHYSIQUE
3542,1664-0640,2.849,Frontiers in Psychiatry
3543,1664-0640,2.849,Frontiers in Psychiatry
3544,1661-7827,2.849,International Journal of Environmental Research and Public Health
3545,1661-7827,2.849,International Journal of Environmental Research and Public Health
3546,0250-6807,2.848,ANNALS OF NUTRITION AND METABOLISM
3547,1225-8873,2.845,JOURNAL OF MICROBIOLOGY
3548,1876-3804,2.845,Petroleum Exploration and Development
3549,2050-6252,2.845,Surface Innovations
3550,0033-6297,2.844,QUEST
3551,0033-6297,2.844,QUEST
3552,0000-0000,2.844,Research in Social & Administrative Pharmacy
3553,0196-9781,2.843,PEPTIDES
3554,0000-0000,2.842,Diabetes Metabolic Syndrome and Obesity-Targets and Therapy
3555,1059-0161,2.842,JOURNAL OF ARCHAEOLOGICAL RESEARCH
3556,0268-9146,2.841,ANIMAL GENETICS
3557,0889-9746,2.840,JOURNAL OF FLUIDS AND STRUCTURES
3558,1755-6910,2.839,Earth and Environmental Science Transactions of the Royal Society of Edinburgh
3559,1071-5762,2.839,FREE RADICAL RESEARCH
3560,0000-0000,2.838,ChemPhotoChem
3561,0378-3812,2.838,FLUID PHASE EQUILIBRIA
3562,0272-2631,2.838,STUDIES IN SECOND LANGUAGE ACQUISITION
3563,0000-0000,2.837,EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES
3564,1611-2156,2.837,EXCLI Journal
3565,0734-371X,2.837,Review of Public Personnel Administration
3566,1672-9145,2.836,ACTA BIOCHIMICA ET BIOPHYSICA SINICA
3567,1050-5350,2.836,JOURNAL OF GAMBLING STUDIES
3568,0191-8141,2.836,JOURNAL OF STRUCTURAL GEOLOGY
3569,0007-1420,2.835,BRITISH MEDICAL BULLETIN
3570,1347-8613,2.835,JOURNAL OF PHARMACOLOGICAL SCIENCES
3571,1751-8660,2.834,IET Electric Power Applications
3572,1357-0560,2.834,MEDICAL ONCOLOGY
3573,0065-3055,2.833,Advances in Organometallic Chemistry
3574,1472-6882,2.833,BMC Complementary and Alternative Medicine
3575,1943-0655,2.833,IEEE Photonics Journal
3576,1477-2019,2.833,JOURNAL OF SYSTEMATIC PALAEONTOLOGY
3577,0029-6554,2.833,NURSING OUTLOOK
3578,0029-6554,2.833,NURSING OUTLOOK
3579,0000-0000,2.833,PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY
3580,1054-1500,2.832,CHAOS
3581,1442-6404,2.832,CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY
3582,0278-0232,2.832,HEMATOLOGICAL ONCOLOGY
3583,0000-0000,2.832,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION
3584,0000-0000,2.832,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION
3585,0000-0000,2.831,Colloid and Interface Science Communications
3586,0000-0000,2.831,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS
3587,1434-5161,2.831,JOURNAL OF HUMAN GENETICS
3588,0000-0000,2.831,OENO One
3589,0000-0000,2.831,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES
3590,0094-5765,2.830,ACTA ASTRONAUTICA
3591,0304-4130,2.830,EUROPEAN JOURNAL OF POLITICAL RESEARCH
3592,1058-0468,2.829,JOURNAL OF ASSISTED REPRODUCTION AND GENETICS
3593,0000-0000,2.829,Journal of Rock Mechanics and Geotechnical Engineering
3594,0741-3335,2.829,PLASMA PHYSICS AND CONTROLLED FUSION
3595,1072-5369,2.828,JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY
3596,2050-2974,2.828,Journal of Eating Disorders
3597,2050-2974,2.828,Journal of Eating Disorders
3598,0000-0000,2.828,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS
3599,0042-0980,2.828,URBAN STUDIES
3600,0167-6296,2.827,JOURNAL OF HEALTH ECONOMICS
3601,0167-6296,2.827,JOURNAL OF HEALTH ECONOMICS
3602,0377-0273,2.827,JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH
3603,1469-0292,2.827,PSYCHOLOGY OF SPORT AND EXERCISE
3604,1469-0292,2.827,PSYCHOLOGY OF SPORT AND EXERCISE
3605,1087-0547,2.826,Journal of Attention Disorders
3606,1087-0547,2.826,Journal of Attention Disorders
3607,0000-0000,2.826,PATHOLOGY & ONCOLOGY RESEARCH
3608,0000-0000,2.826,PHYSIOLOGY & BEHAVIOR
3609,0000-0000,2.826,PHYSIOLOGY & BEHAVIOR
3610,0032-3896,2.826,POLYMER JOURNAL
3611,0169-2070,2.825,INTERNATIONAL JOURNAL OF FORECASTING
3612,1742-4801,2.825,International Wound Journal
3613,1040-3590,2.825,PSYCHOLOGICAL ASSESSMENT
3614,0921-8890,2.825,ROBOTICS AND AUTONOMOUS SYSTEMS
3615,0000-0000,2.824,DRUGS & AGING
3616,0000-0000,2.824,JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY
3617,0000-0000,2.824,Journal of Virus Eradication
3618,0000-0000,2.824,Parasites & Vectors
3619,0024-4082,2.824,ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY
3620,0025-5610,2.823,MATHEMATICAL PROGRAMMING
3621,1040-452X,2.823,MOLECULAR REPRODUCTION AND DEVELOPMENT
3622,0000-0000,2.822,Environment and Planning B-Urban Analytics and City Science
3623,1369-3786,2.822,MEDICAL MYCOLOGY
3624,0327-9545,2.821,BIOCELL
3625,1063-7869,2.821,PHYSICS-USPEKHI
3626,0301-472X,2.820,EXPERIMENTAL HEMATOLOGY
3627,1042-9573,2.820,JOURNAL OF FINANCIAL INTERMEDIATION
3628,0010-7824,2.819,CONTRACEPTION
3629,1867-0334,2.819,Food and Environmental Virology
3630,0042-6822,2.819,VIROLOGY
3631,0002-5100,2.818,ALDRICHIMICA ACTA
3632,1362-4806,2.818,THEORETICAL CRIMINOLOGY
3633,1058-2746,2.817,JOURNAL OF SHOULDER AND ELBOW SURGERY
3634,0550-3213,2.817,NUCLEAR PHYSICS B
3635,1354-0688,2.817,PARTY POLITICS
3636,0741-9325,2.817,REMEDIAL AND SPECIAL EDUCATION
3637,1748-717X,2.817,Radiation Oncology
3638,0040-0262,2.817,TAXON
3639,0140-3664,2.816,COMPUTER COMMUNICATIONS
3640,0000-0000,2.816,JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION
3641,1470-5931,2.815,Marketing Theory
3642,0000-0000,2.814,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS
3643,0363-9061,2.814,INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS
3644,0885-9701,2.814,JOURNAL OF HEAD TRAUMA REHABILITATION
3645,0885-9701,2.814,JOURNAL OF HEAD TRAUMA REHABILITATION
3646,2162-1918,2.813,Advances in Wound Care
3647,1471-2466,2.813,BMC Pulmonary Medicine
3648,1432-6981,2.812,Clinical Oral Investigations
3649,0000-0000,2.812,IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL
3650,1471-2202,2.811,BMC NEUROSCIENCE
3651,0969-6997,2.811,JOURNAL OF AIR TRANSPORT MANAGEMENT
3652,1477-5956,2.811,Proteome Science
3653,1876-2859,2.810,Academic Pediatrics
3654,0000-0000,2.810,THEORY CULTURE & SOCIETY
3655,0000-0000,2.809,COMPUTER STANDARDS & INTERFACES
3656,0022-1503,2.809,JOURNAL OF HEREDITY
3657,0000-0000,2.808,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE
3658,0000-0000,2.808,European Journal of Remote Sensing
3659,1734-1922,2.807,Archives of Medical Science
3660,1472-8214,2.807,EXPERT OPINION ON EMERGING DRUGS
3661,0376-9429,2.807,INTERNATIONAL JOURNAL OF FRACTURE
3662,2040-2503,2.807,MedChemComm
3663,1055-8586,2.807,Seminars in Pediatric Surgery
3664,0000-0000,2.807,Social Media + Society
3665,0923-9820,2.805,BIODEGRADATION
3666,0147-619X,2.805,PLASMID
3667,0000-0000,2.804,Immunity & Ageing
3668,0305-1838,2.804,MAMMAL REVIEW
3669,2234-3806,2.803,Annals of Laboratory Medicine
3670,0002-8177,2.803,JOURNAL OF THE AMERICAN DENTAL ASSOCIATION
3671,0008-3674,2.802,CANADIAN GEOTECHNICAL JOURNAL
3672,1072-6349,2.802,GEOSYNTHETICS INTERNATIONAL
3673,0741-8825,2.802,JUSTICE QUARTERLY
3674,1319-562X,2.802,SAUDI JOURNAL OF BIOLOGICAL SCIENCES
3675,0021-9967,2.801,JOURNAL OF COMPARATIVE NEUROLOGY
3676,1938-9655,2.800,Cornell Hospitality Quarterly
3677,0265-2323,2.800,International Journal of Bank Marketing
3678,0000-0000,2.800,Journal of Inflammation-London
3679,0000-0000,2.800,Methods and Applications in Fluorescence
3680,0041-1132,2.800,TRANSFUSION
3681,0000-0000,2.799,JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS
3682,0000-0000,2.798,Sustainable Computing-Informatics & Systems
3683,1617-4615,2.797,MOLECULAR GENETICS AND GENOMICS
3684,1757-9880,2.796,Journal of Hospitality and Tourism Technology
3685,0300-8207,2.795,CONNECTIVE TISSUE RESEARCH
3686,0950-4230,2.795,JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES
3687,0300-8177,2.795,MOLECULAR AND CELLULAR BIOCHEMISTRY
3688,1936-6442,2.793,Peer-to-Peer Networking and Applications
3689,0000-0000,2.792,BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY
3690,1949-1034,2.792,Nucleus
3691,1750-8487,2.791,Critical Studies in Education
3692,0142-694X,2.791,DESIGN STUDIES
3693,1536-1241,2.791,IEEE TRANSACTIONS ON NANOBIOSCIENCE
3694,1672-9609,2.791,Insect Science
3695,0000-0000,2.791,Journal of Nutrition Health & Aging
3696,1047-7039,2.790,ORGANIZATION SCIENCE
3697,1878-6146,2.789,Fungal Biology
3698,1740-8695,2.789,Maternal and Child Nutrition
3699,0171-2985,2.788,IMMUNOBIOLOGY
3700,0000-0000,2.788,Journal of Cloud Computing-Advances Systems and Applications
3701,0305-4403,2.787,JOURNAL OF ARCHAEOLOGICAL SCIENCE
3702,0305-4403,2.787,JOURNAL OF ARCHAEOLOGICAL SCIENCE
3703,1674-2001,2.787,Particuology
3704,1353-3452,2.787,SCIENCE AND ENGINEERING ETHICS
3705,1353-3452,2.787,SCIENCE AND ENGINEERING ETHICS
3706,1083-3668,2.785,JOURNAL OF BIOMEDICAL OPTICS
3707,0882-7508,2.785,Mineral Processing and Extractive Metallurgy Review
