Number,Total Cites,name,score
10555,198,Applied Ontology,1.115
10555,547,HIGH ABILITY STUDIES,1.115
10555,648,ISJ-Invertebrate Survival Journal,1.115
10555,497,International Journal of Aeroacoustics,1.115
10555,402,JOURNAL OF THE POLYNESIAN SOCIETY,1.115
10555,960,KNOWLEDGE ENGINEERING REVIEW,1.115
10555,798,MAGNESIUM RESEARCH,1.115
10555,"1,088",NEW ZEALAND JOURNAL OF ZOOLOGY,1.115
10555,402,"Syntax-A Journal of Theoretical Experimental and
Interdisciplinary Research",1.115
10564,"1,351",ANATOMIA HISTOLOGIA EMBRYOLOGIA,1.114
10564,885,BUSINESS HISTORY REVIEW,1.114
10564,992,CHINESE JOURNAL OF CHEMICAL PHYSICS,1.114
10564,438,Journal of Media Ethics,1.114
10564,"1,384",Journal of Power Electronics,1.114
10564,307,Revista Brasileira de Politica Internacional,1.114
10570,441,Archives of Budo,1.113
10570,352,Asia-Pacific Journal of Financial Studies,1.113
10570,402,Dyna,1.113
10570,612,REHABILITATION,1.113
10574,446,Emergency Medicine International,1.112
10575,"1,904","ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE
FRANCE",1.111
10575,379,Asian Economic Papers,1.111
10575,87,Historical Records of Australian Science,1.111
10575,"5,619","JOURNAL OF STATISTICAL PLANNING AND
INFERENCE",1.111
10575,424,Mljekarstvo,1.111
10575,861,SOMATOSENSORY AND MOTOR RESEARCH,1.111
10581,706,"ASIA-PACIFIC JOURNAL OF OPERATIONAL
RESEARCH",1.109
10581,445,Astrophysical Bulletin,1.109
10583,828,AUSTRALIAN SYSTEMATIC BOTANY,1.108
10583,338,Academia-Revista Latinoamericana de Administracion,1.108
10583,687,European Journal of Law and Economics,1.108
10583,"1,222",JOURNAL OF BLACK STUDIES,1.108
10583,"1,969",JOURNAL OF LEGAL STUDIES,1.108
10588,476,History of the Family,1.107
10588,935,SCHMERZ,1.107
10590,969,MEDICAL PROBLEMS OF PERFORMING ARTISTS,1.106
10590,561,"PROCEEDINGS OF THE INSTITUTION OF CIVIL
ENGINEERS-TRANSPORT",1.106
10592,"1,125",ICHTHYOLOGICAL RESEARCH,1.105
10593,440,Longitudinal and Life Course Studies,1.104
10594,492,KENNEDY INSTITUTE OF ETHICS JOURNAL,1.103
10594,476,Stratigraphy,1.103
10596,967,Acta Mathematicae Applicatae Sinica-English Series,1.102
10596,"13,179",CURRENT SCIENCE,1.102
10596,323,Gesunde Pflanzen,1.102
10596,574,Hellenic Journal of Nuclear Medicine,1.102
10596,"2,282",Micro & Nano Letters,1.102
10601,935,"JOURNAL OF THE AMERICAN HELICOPTER
SOCIETY",1.101
10601,"1,656",PACIFIC SCIENCE,1.101
10601,"3,033",SYSTEMATIC BOTANY,1.101
10601,819,Veterinaria Italiana,1.101
10605,"2,100",FUSION SCIENCE AND TECHNOLOGY,1.100
10605,686,JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,1.100
10605,491,Journal of Applied Economics,1.100
10605,113,TOPIA-Canadian Journal of Cultural Studies,1.100
10609,555,ELECTROMAGNETICS,1.099
10610,"1,097","JOURNAL OF PSYCHOSOCIAL NURSING AND
MENTAL HEALTH SERVICES",1.098
10610,"1,097","JOURNAL OF PSYCHOSOCIAL NURSING AND
MENTAL HEALTH SERVICES",1.098
10610,"2,159",Journal of Agricultural Science and Technology,1.098
10613,398,Emerging Materials Research,1.096
10613,812,HISTORY WORKSHOP JOURNAL,1.096
10615,686,ALTERNATIVES,1.095
10615,769,Journal for Healthcare Quality,1.095
10615,769,Journal for Healthcare Quality,1.095
10618,"1,825",AI MAGAZINE,1.094
10618,"1,706",HIGH TEMPERATURE,1.094
10618,"1,127",ULTRASTRUCTURAL PATHOLOGY,1.094
10618,542,ZOOSYSTEMA,1.094
10622,"3,295",CARDIOLOGY IN THE YOUNG,1.093
10623,560,Behavioral Psychology-Psicologia Conductual,1.091
10623,453,International Journal of Law Crime and Justice,1.091
10623,"2,538",JOURNAL OF APPROXIMATION THEORY,1.091
10623,"26,637",ZOOTAXA,1.091
10627,"1,149",ACTA CHIRURGICA BELGICA,1.090
10627,929,"ICON-INTERNATIONAL JOURNAL OF
CONSTITUTIONAL LAW",1.090
10627,"1,150",RANGELAND JOURNAL,1.090
10630,506,Argumentation,1.089
10630,375,Dendrobiology,1.089
10630,"1,619",Vascular and Endovascular Surgery,1.089
10633,280,Archives of Control Sciences,1.088
10633,362,MOLLUSCAN RESEARCH,1.088
10633,"4,647",PESQUISA AGROPECUARIA BRASILEIRA,1.088
10633,"3,510",Pakistan Journal of Medical Sciences,1.088
10633,246,Series-Journal of the Spanish Economic Association,1.088
10638,330,BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,1.087
10638,840,"BIOTECHNOLOGIE AGRONOMIE SOCIETE ET
ENVIRONNEMENT",1.087
10638,414,EASTERN EUROPEAN ECONOMICS,1.087
10638,253,FIBER AND INTEGRATED OPTICS,1.087
10638,489,HEC Forum,1.087
10638,"2,943",HORTTECHNOLOGY,1.087
10638,509,Nonlinear Dynamics Psychology and Life Sciences,1.087
10638,"1,525",ORTHOPADE,1.087
10646,"1,306",ACM TRANSACTIONS ON DATABASE SYSTEMS,1.086
10646,548,International Journal of Global Warming,1.086
10646,649,"JAAPA-Journal of the American Academy of Physician
Assistants",1.086
10646,361,Mechanical Sciences,1.086
10646,"2,198",Revista da Escola de Enfermagem da USP,1.086
10646,"2,198",Revista da Escola de Enfermagem da USP,1.086
10646,"1,153",TURKISH JOURNAL OF EARTH SCIENCES,1.086
10653,"3,302",AMERICAN JOURNAL OF PSYCHOLOGY,1.085
10653,287,Journal of African Cultural Studies,1.085
10653,613,Miskolc Mathematical Notes,1.085
10653,909,NURSING ECONOMICS,1.085
10653,909,NURSING ECONOMICS,1.085
10653,"2,548",Pharmacognosy Magazine,1.085
10659,990,Journal of PeriAnesthesia Nursing,1.084
10659,990,Journal of PeriAnesthesia Nursing,1.084
10659,"10,681",OPTICAL ENGINEERING,1.084
10662,675,Australian Journal of Forensic Sciences,1.083
10662,335,English World-Wide,1.083
10662,"1,095","INTERNATIONAL JOURNAL OF CAST METALS
RESEARCH",1.083
10662,"7,415","PHOTOGRAMMETRIC ENGINEERING AND
REMOTE SENSING",1.083
10662,331,"TRENDS IN GLYCOSCIENCE AND
GLYCOTECHNOLOGY",1.083
10662,737,Zemdirbyste-Agriculture,1.083
10668,"2,983",GENETICA,1.082
10668,372,"INTERNATIONAL JOURNAL OF TURBO & JET-
ENGINES",1.082
10668,"3,374","PHOSPHORUS SULFUR AND SILICON AND THE
RELATED ELEMENTS",1.082
10668,675,Problems of Information Transmission,1.082
10672,328,Evolution Equations and Control Theory,1.081
10673,524,British Journal of Middle Eastern Studies,1.080
10673,520,Molecular & Cellular Toxicology,1.080
10673,924,"Plant Genetic Resources-Characterization and
Utilization",1.080
10676,867,"CANADIAN PUBLIC POLICY-ANALYSE DE
POLITIQUES",1.079
10676,"1,285","JOURNAL OF THE AMERICAN
PSYCHOANALYTIC ASSOCIATION",1.079
10678,581,ANIMAL SCIENCE PAPERS AND REPORTS,1.078
10678,"2,034",EDUCATIONAL GERONTOLOGY,1.078
10678,"2,210",RUSSIAN JOURNAL OF ELECTROCHEMISTRY,1.078
10678,358,Turkish Journal of Physical Medicine and Rehabilitation,1.078
10682,686,"JOURNAL OF THE AMERICAN LEATHER
CHEMISTS ASSOCIATION",1.077
10682,258,SPORTVERLETZUNG-SPORTSCHADEN,1.077
10684,722,"ACM Transactions on Modeling and Computer
Simulation",1.075
10684,536,AMERICAN JOURNAL OF CLINICAL HYPNOSIS,1.075
10684,796,"BULLETIN OF THE EUROPEAN ASSOCIATION OF
FISH PATHOLOGISTS",1.075
10684,478,Dynamic Games and Applications,1.075
10684,"1,589",Journal of Nonlinear and Convex Analysis,1.075
10684,321,Mathematical Communications,1.075
10684,"1,332","Physics and Chemistry of Glasses-European Journal of
Glass Science and Technology Part B",1.075
10684,296,Physics of Wave Phenomena,1.075
10692,285,"BULLETIN OF THE GEOLOGICAL SOCIETY OF
FINLAND",1.074
10693,948,ACTA CHIROPTEROLOGICA,1.073
10693,946,Acta of Bioengineering and Biomechanics,1.073
10693,751,Phonology,1.073
10696,900,Advances in Applied Clifford Algebras,1.072
10696,569,POLISH JOURNAL OF PATHOLOGY,1.072
10696,"1,342","Symmetry Integrability and Geometry-Methods and
Applications",1.072
10699,"3,129",CANADIAN JOURNAL OF MATHEMATICS- JOURNAL CANADIEN DE MATHEMATIQUES,1.071
10699,"2,341",ELECTRIC POWER COMPONENTS AND SYSTEMS,1.071
10699,"2,559",JOURNAL OF STRUCTURAL CHEMISTRY,1.071
10699,308,"REVISTA DE LA FACULTAD DE CIENCIAS
AGRARIAS",1.071
10703,481,AQUATIC INSECTS,1.070
10703,890,JOURNAL OF LINGUISTICS,1.070
10703,326,JOURNAL OF MODERN ITALIAN STUDIES,1.070
10703,728,Journal of Social Philosophy,1.070
10703,625,Natural Language Engineering,1.070
10703,625,Natural Language Engineering,1.070
10709,"2,563",JOURNAL OF ANALYTICAL CHEMISTRY,1.069
10709,"1,703",Journal of Electrical Engineering & Technology,1.069
10711,505,KOVOVE MATERIALY-METALLIC MATERIALS,1.068
10711,263,MAIN GROUP METAL CHEMISTRY,1.068
10713,702,Clinical Nurse Specialist,1.067
10713,702,Clinical Nurse Specialist,1.067
10713,779,"EUROPEAN JOURNAL OF MASS
SPECTROMETRY",1.067
10713,"1,720",FLUID DYNAMICS RESEARCH,1.067
10713,603,Open Physics,1.067
10713,701,PORTAL-LIBRARIES AND THE ACADEMY,1.067
10719,"1,168",CRYOLETTERS,1.066
10719,"13,635",TRANSPLANTATION PROCEEDINGS,1.066
10721,138,Austrian Journal of Forest Science,1.065
10721,"2,215",COMBINATORICA,1.065
10721,"1,522",Journal of Clinical Pediatric Dentistry,1.065
10721,"1,269",LATIN AMERICAN PERSPECTIVES,1.065
10725,826,"INTERNATIONAL JOURNAL OF CLINICAL AND
EXPERIMENTAL HYPNOSIS",1.064
10725,885,"International Journal of Microwave and Wireless
Technologies",1.064
10727,"1,994",EQUINE VETERINARY EDUCATION,1.063
10727,"1,458",JOURNAL OF LOSS & TRAUMA,1.063
10727,"1,890",Psychiatria Danubina,1.063
10727,"1,890",Psychiatria Danubina,1.063
10727,147,Revista Internacional de Andrologia,1.063
10727,948,SOCIOLOGICAL SPECTRUM,1.063
10733,869,COMMUNIST AND POST-COMMUNIST STUDIES,1.062
10733,"1,375",Journal of Cognitive Psychology,1.062
10735,942,FOLIA ZOOLOGICA,1.060
10735,"1,193",Gynecologie Obstetrique Fertilite & Senologie,1.060
10737,415,Annual Reports in Medicinal Chemistry,1.059
10737,178,Cambridge Journal of Mathematics,1.059
10737,773,International Journal of Corpus Linguistics,1.059
10737,284,LAW PROBABILITY & RISK,1.059
10737,284,LAW PROBABILITY & RISK,1.059
10737,"1,690",OPHTHALMOLOGE,1.059
10737,666,WEED BIOLOGY AND MANAGEMENT,1.059
10744,847,BOLETIM DO INSTITUTO DE PESCA,1.058
10745,878,Asia Pacific Journal of Education,1.057
10745,990,LARYNGO-RHINO-OTOLOGIE,1.057
10745,"1,231",METRIKA,1.057
10745,"1,180",NAGOYA MATHEMATICAL JOURNAL,1.057
10745,"4,892",Nutricion Hospitalaria,1.057
10745,655,Revista de Educacion,1.057
10751,"2,193","Acta Crystallographica Section F-Structural Biology
Communications",1.056
10751,"1,139",FORUM MATHEMATICUM,1.056
10751,"1,123",INTERNATIONAL JOURNAL OF ACAROLOGY,1.056
10751,"2,535","JOURNAL OF SCIENTIFIC & INDUSTRIAL
RESEARCH",1.056
10751,"2,604","PROCEEDINGS OF THE INSTITUTION OF
MECHANICAL ENGINEERS PART G-JOURNAL OF
AEROSPACE ENGINEERING",1.056
10751,"1,003",Structural Engineering International,1.056
10757,"1,632","SOUTH AFRICAN JOURNAL OF ANIMAL
SCIENCE",1.055
10758,662,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,1.054
10758,"1,333",REVIEW OF INDUSTRIAL ORGANIZATION,1.054
10758,683,Veterinary Research Forum,1.054
10761,732,Aerospace Medicine and Human Performance,1.053
10761,517,CAHIERS AGRICULTURES,1.053
10761,313,Dissertationes Mathematicae,1.053
10761,775,"JOURNAL OF NONLINEAR MATHEMATICAL
PHYSICS",1.053
10761,"1,363","JOURNAL OF TRANSPORT ECONOMICS AND
POLICY",1.053
10761,752,Ocean Science Journal,1.053
10767,"1,858",NATIONAL TAX JOURNAL,1.052
10768,484,CIVIL ENGINEERING,1.051
10768,"2,222","JOURNAL OF PRESSURE VESSEL TECHNOLOGY-
TRANSACTIONS OF THE ASME",1.051
10768,"1,663",Journal of Biopharmaceutical Statistics,1.051
10768,"1,141",STATISTICS,1.051
10768,626,Statistical Analysis and Data Mining,1.051
10773,556,Anthropology & Medicine,1.050
10774,934,POLYMER SCIENCE SERIES B,1.049
10774,599,TENSIDE SURFACTANTS DETERGENTS,1.049
10776,776,BRAZILIAN JOURNAL OF OCEANOGRAPHY,1.048
10776,42,Journal of Latinx Psychology,1.048
10776,336,NEW GENERATION COMPUTING,1.048
10776,709,"PROGRESS IN COMPUTATIONAL FLUID
DYNAMICS",1.048
10776,760,Revista Mexicana de Ciencias Pecuarias,1.048
10781,"1,077","AQUATIC ECOSYSTEM HEALTH &
MANAGEMENT",1.047
10781,"3,746",ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,1.047
10783,"10,436",JOURNAL OF CRANIOFACIAL SURGERY,1.046
10784,396,"Analele Stiintifice ale Universitatii Ovidius Constanta-
Seria Matematica",1.045
10784,"1,775",FIBRES & TEXTILES IN EASTERN EUROPE,1.045
10784,638,Proceedings of the Estonian Academy of Sciences,1.045
10787,740,Petrophysics,1.044
10787,899,REVISTA IBEROAMERICANA DE MICOLOGIA,1.044
10787,"1,336",Sao Paulo Medical Journal,1.044
10790,701,Visual Communication,1.043
10791,"1,228",Global NEST Journal,1.042
10791,"3,700",JOURNAL OF APPLIED PROBABILITY,1.042
10791,"2,594","MATHEMATICAL PROCEEDINGS OF THE
CAMBRIDGE PHILOSOPHICAL SOCIETY",1.042
10791,"1,632","NUMERICAL FUNCTIONAL ANALYSIS AND
OPTIMIZATION",1.042
10795,"1,540",ANAESTHESIST,1.041
10795,"1,462",Emirates Journal of Food and Agriculture,1.041
10795,"1,446",JOURNAL OF INORGANIC MATERIALS,1.041
10795,"1,930","JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART
B",1.041
10795,337,POLYMER SCIENCE SERIES C,1.041
10800,"1,525",NORDIC PULP & PAPER RESEARCH JOURNAL,1.040
10801,309,MAIN GROUP CHEMISTRY,1.039
10801,436,"PHYTON-INTERNATIONAL JOURNAL OF
EXPERIMENTAL BOTANY",1.039
10803,516,"CONCURRENT ENGINEERING-RESEARCH AND
APPLICATIONS",1.038
10803,222,POLITICAL SCIENCE,1.038
10805,"1,173",Physiotherapy Canada,1.037
10806,496,Metallurgical Research & Technology,1.035
10807,"2,645","BULLETIN OF THE LONDON MATHEMATICAL
SOCIETY",1.034
10807,"2,003",JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,1.034
10807,"1,159","JOURNAL OF THE CHILEAN CHEMICAL
SOCIETY",1.034
10807,585,RICERCHE DI MATEMATICA,1.034
10811,301,International Journal of Optics,1.033
10811,"1,302",JOURNAL OF SOCIAL SERVICE RESEARCH,1.033
10811,"1,321",POLITICAL QUARTERLY,1.033
10811,"1,991",Romanian Journal of Morphology and Embryology,1.033
10811,"1,473",Water Science and Technology-Water Supply,1.033
10816,"1,216",COMBINATORICS PROBABILITY & COMPUTING,1.032
10816,452,Journal of Australian Studies,1.032
10818,810,POLITY,1.031
10819,"1,072",JOURNAL OF ECONOMIC EDUCATION,1.030
10819,870,POSITIVITY,1.030
10821,971,Advances in Quantum Chemistry,1.029
10821,298,History of Psychology,1.029
10821,"1,095",JOURNAL OF LAW AND SOCIETY,1.029
10821,465,Nature + Culture,1.029
10821,"1,657",PETROLEUM CHEMISTRY,1.029
10826,477,Legal Studies,1.028
10827,"1,932",Clinical Journal of Oncology Nursing,1.027
10827,"1,932",Clinical Journal of Oncology Nursing,1.027
10827,"1,326","JOURNAL OF VETERINARY MEDICAL
EDUCATION",1.027
10827,211,Revista Romana de Medicina de Laborator,1.027
10831,647,ACTA ORNITHOLOGICA,1.025
10831,714,ECONOMICS AND PHILOSOPHY,1.025
10831,511,Journal of Computational Finance,1.025
10831,709,Scientific Programming,1.025
10831,192,Spanish in Context,1.025
10836,709,ZOOLOGY IN THE MIDDLE EAST,1.024
10837,546,International Finance,1.023
10837,"4,516","JOURNAL OF COMPUTER AND SYSTEM
SCIENCES",1.023
10837,"2,745","JOURNAL OF THE AMERICAN ANIMAL
HOSPITAL ASSOCIATION",1.023
10837,"3,326",STUDIA MATHEMATICA,1.023
10837,691,Thermophysics and Aeromechanics,1.023
10842,"9,227",AMERICAN JOURNAL OF PHYSICS,1.022
10842,708,"European Journal of Transport and Infrastructure
Research",1.022
10842,627,JOURNAL OF THE PHILOSOPHY OF SPORT,1.022
10842,"1,408",MATERIALS SCIENCE-POLAND,1.022
10842,"3,222",QUANTUM ELECTRONICS,1.022
10847,"2,565","CANADIAN JOURNAL OF ECONOMICS-REVUE
CANADIENNE D ECONOMIQUE",1.021
10847,792,JOURNAL OF ASIAN AND AFRICAN STUDIES,1.021
10847,"1,055",JOURNAL OF COMPUTATIONAL MATHEMATICS,1.021
10850,"1,118",ARDEA,1.020
10850,612,"COMPUTER ANIMATION AND VIRTUAL
WORLDS",1.020
10852,"1,000",Du Bois Review-Social Science Research on Race,1.019
10852,504,Parallax,1.019
10852,899,"REVUE D EPIDEMIOLOGIE ET DE SANTE
PUBLIQUE",1.019
10855,"5,062",CANADIAN JOURNAL OF PLANT SCIENCE,1.018
10855,964,Cancer Radiotherapie,1.018
10855,743,Handchirurgie Mikrochirurgie Plastische Chirurgie,1.018
10858,464,Irish Educational Studies,1.017
10858,671,Journal of International Advanced Otology,1.017
10858,"1,011",SCOTTISH JOURNAL OF POLITICAL ECONOMY,1.017
10861,"1,677","INTEGRAL EQUATIONS AND OPERATOR
THEORY",1.016
10861,"3,950",JOURNAL OF NATURAL HISTORY,1.016
10861,"16,042","PROCEEDINGS OF THE AMERICAN
MATHEMATICAL SOCIETY",1.016
10864,"3,098",CANADIAN JOURNAL OF ANIMAL SCIENCE,1.015
10864,649,RADIOPROTECTION,1.015
10866,"1,203",CHINESE JOURNAL OF ELECTRONICS,1.014
10866,"4,986",International Food Research Journal,1.014
10868,359,Ad Hoc & Sensor Wireless Networks,1.013
10868,"1,123",JOURNAL OF OPERATOR THEORY,1.013
10870,"2,475",Hypatia-A Journal of Feminist Philosophy,1.012
10870,"1,249",Iranian Journal of Parasitology,1.012
10872,865,PATHOLOGE,1.011
10873,"1,636",JOURNAL OF ARACHNOLOGY,1.010
10873,594,Journal of Trauma Nursing,1.010
10873,594,Journal of Trauma Nursing,1.010
10876,354,MAPAN-Journal of Metrology Society of India,1.009
10876,"2,386",Sains Malaysiana,1.009
10876,"1,259","TERRESTRIAL ATMOSPHERIC AND OCEANIC
SCIENCES",1.009
10879,"4,003","CANADIAN VETERINARY JOURNAL-REVUE
VETERINAIRE CANADIENNE",1.008
10880,893,Journal of Internet Technology,1.005
10880,478,Korean Journal of Metals and Materials,1.005
10882,"1,673",Turkish Neurosurgery,1.003
10883,881,AFRICAN JOURNAL OF AQUATIC SCIENCE,1.000
10883,338,AMERICAN JOURNAL OF LAW & MEDICINE,1.000
10883,475,ANASTHESIOLOGIE & INTENSIVMEDIZIN,1.000
10883,530,ANIMAL BIODIVERSITY AND CONSERVATION,1.000
10883,804,ANNALES ZOOLOGICI,1.000
10883,624,ARCHIVES ITALIENNES DE BIOLOGIE,1.000
10883,"1,919",Advances in Chemical Physics,1.000
10883,"1,603",COMPUTATIONAL STATISTICS,1.000
10883,693,EARTH MOON AND PLANETS,1.000
10883,135,Estudios de Economia,1.000
10883,"3,649",FISHERY BULLETIN,1.000
10883,978,HAU-Journal of Ethnographic Theory,1.000
10883,341,HISTORICAL METHODS,1.000
10883,265,Historia Critica,1.000
10883,923,Holistic Nursing Practice,1.000
10883,923,Holistic Nursing Practice,1.000
10883,"1,427","INTEGRAL TRANSFORMS AND SPECIAL
FUNCTIONS",1.000
10883,391,INTERDISCIPLINARY SCIENCE REVIEWS,1.000
10883,391,INTERDISCIPLINARY SCIENCE REVIEWS,1.000
10883,425,International Journal of Arts Management,1.000
10883,269,International Journal of Law Policy and the Family,1.000
10883,150,"Italian Journal of Agrometeorology-Rivista Italiana di
Agrometeorologia",1.000
10883,632,JOURNAL OF AQUATIC PLANT MANAGEMENT,1.000
10883,549,JOURNAL OF BIOLOGICAL SYSTEMS,1.000
10883,655,Journal of Cytology,1.000
10883,"1,115",Journal of Substance Use,1.000
10883,606,Journal of Tropical Meteorology,1.000
10883,590,Journal of the International Phonetic Association,1.000
10883,"1,921",KINETICS AND CATALYSIS,1.000
10883,470,KNOWLEDGE ORGANIZATION,1.000
10883,674,Language Learning and Development,1.000
10883,655,MINERVA CHIRURGICA,1.000
10883,414,MODELING IDENTIFICATION AND CONTROL,1.000
10883,293,Membrane and Water Treatment,1.000
10883,747,Music Education Research,1.000
10883,481,NATURAL RESOURCES JOURNAL,1.000
10883,257,Politics Religion & Ideology,1.000
10883,"1,587","QUARTERLY JOURNAL OF MECHANICS AND
APPLIED MATHEMATICS",1.000
10883,446,RETHINKING HISTORY,1.000
10883,491,Review of Symbolic Logic,1.000
10883,285,"Revista Iberoamericana de Diagnostico y Evaluacion-e
Avaliacao Psicologica",1.000
10883,734,Seminars in Vascular Surgery,1.000
10883,525,Target-International Journal of Translation Studies,1.000
10883,364,Theory of Computing,1.000
10883,"1,710",UNFALLCHIRURG,1.000
10883,618,WASHINGTON LAW REVIEW,1.000
10883,375,"Zeitschrift der Deutschen Gesellschaft fur
Geowissenschaften",1.000
10930,"2,416",Revista Brasileira de Engenharia Agricola e Ambiental,0.997
10931,"1,679",GESUNDHEITSWESEN,0.996
10932,984,Actas Urologicas Espanolas,0.994
10933,"1,419","ANNALES ACADEMIAE SCIENTIARUM
FENNICAE-MATHEMATICA",0.993
10933,"1,884","EUROPEAN PHYSICAL JOURNAL-APPLIED
PHYSICS",0.993
10935,517,"South African Journal of Economic and Management
Sciences",0.991
10936,487,Banach Journal of Mathematical Analysis,0.990
10937,"1,065",ASYMPTOTIC ANALYSIS,0.989
10938,389,Brazilian Journal of Probability and Statistics,0.988
10939,"1,509",JOURNAL OF ASIAN STUDIES,0.986
10939,"5,885",Natural Product Communications,0.986
10939,"1,902",PARALLEL COMPUTING,0.986
10939,"3,457",SBORNIK MATHEMATICS,0.986
10943,"2,750",APPLIED ENGINEERING IN AGRICULTURE,0.985
10943,"1,795",Indian Journal of Medical Microbiology,0.985
10943,765,Willdenowia,0.985
10946,501,"APPLICABLE ALGEBRA IN ENGINEERING
COMMUNICATION AND COMPUTING",0.984
10946,"1,229",Journal of Korean Academy of Nursing,0.984
10946,"1,229",Journal of Korean Academy of Nursing,0.984
10946,"1,765",KEW BULLETIN,0.984
10950,"1,068",ACTA GEOLOGICA POLONICA,0.983
10950,"1,424",SOCIOBIOLOGY,0.983
10952,570,BIOCONTROL SCIENCE,0.982
10952,"1,785",COMPARATIVE MEDICINE,0.982
10952,"1,437",FORDHAM LAW REVIEW,0.982
10952,792,Polish Maritime Research,0.982
10956,"1,908",ASTRONOMY REPORTS,0.980
10956,565,Communication Disorders Quarterly,0.980
10956,"2,212",PHILOSOPHICAL MAGAZINE LETTERS,0.980
10956,705,Stochastics and Dynamics,0.980
10960,"1,122",South African Journal of Education,0.979
10961,504,DISSOLUTION TECHNOLOGIES,0.978
10961,585,Gastroenterology Nursing,0.978
10961,585,Gastroenterology Nursing,0.978
10964,591,Environment Protection Engineering,0.977
10964,579,"JOURNAL OF NONLINEAR OPTICAL PHYSICS &
MATERIALS",0.977
10964,452,JOURNAL OF WORLD TRADE,0.977
10964,461,OPEN SYSTEMS & INFORMATION DYNAMICS,0.977
10964,"1,678",PLASMA PHYSICS REPORTS,0.977
10964,625,Semiconductors and Semimetals,0.977
10970,635,Advances in Strategic Management-A Research Annual,0.976
10970,613,BULLETIN OF THE MENNINGER CLINIC,0.976
10970,"1,449",DIAGNOSTICA,0.976
10970,516,"DISCRETE EVENT DYNAMIC SYSTEMS-THEORY
AND APPLICATIONS",0.976
10970,221,Gender and Language,0.976
10970,"1,832",QUANTUM INFORMATION & COMPUTATION,0.976
10970,708,REVIEW OF RADICAL POLITICAL ECONOMICS,0.976
10970,"4,105",SOCIAL BEHAVIOR AND PERSONALITY,0.976
10970,"1,123","Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal
of Trauma & Emergency Surgery",0.976
10979,"1,130","AIRCRAFT ENGINEERING AND AEROSPACE
TECHNOLOGY",0.975
10979,"3,371",CLINICAL NEPHROLOGY,0.975
10979,238,Hacienda Publica Espanola-Review of Public Economics,0.975
10979,"3,243","INDIAN JOURNAL OF PHARMACEUTICAL
SCIENCES",0.975
10979,"1,775",MANAGERIAL AND DECISION ECONOMICS,0.975
10984,457,Journal of Community Health Nursing,0.974
10984,457,Journal of Community Health Nursing,0.974
10984,446,OCEANIA,0.974
10987,"3,822",CANADIAN ENTOMOLOGIST,0.973
10987,"2,398",Conservation Genetics Resources,0.973
10987,321,Control Engineering and Applied Informatics,0.973
10987,309,International Journal of Developmental Disabilities,0.973
10987,812,SOCIAL HISTORY OF MEDICINE,0.973
10987,812,SOCIAL HISTORY OF MEDICINE,0.973
10987,"2,378",Turkish Journal Of Medical Sciences,0.973
10994,"5,830",PAKISTAN JOURNAL OF BOTANY,0.972
10994,"6,949",RADIATION PROTECTION DOSIMETRY,0.972
10996,391,"ACM Transactions on Autonomous and Adaptive
Systems",0.971
10996,281,Journal of Mathematics,0.971
10996,663,Journal of the Asia Pacific Economy,0.971
10996,157,Linguistics Vanguard,0.971
11000,739,IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,0.970
11000,872,Seminars in Orthodontics,0.970
11002,"2,664",ANNALI DI MATEMATICA PURA ED APPLICATA,0.969
11002,"5,411","BULLETIN OF THE KOREAN CHEMICAL
SOCIETY",0.969
11002,"2,362",DISCRETE & COMPUTATIONAL GEOMETRY,0.969
11002,383,Hand Surgery & Rehabilitation,0.969
11002,"1,858","INTERNATIONAL JOURNAL OF ENGINEERING
EDUCATION",0.969
11002,873,"International Journal of Clothing Science and
Technology",0.969
11002,363,New Medit,0.969
11002,521,North-Western Journal of Zoology,0.969
11010,"3,051",ANNALES DE L INSTITUT FOURIER,0.968
11010,324,Dynamics of Partial Differential Equations,0.968
11010,"2,705",FOREST PRODUCTS JOURNAL,0.968
11010,734,International Journal of Biostatistics,0.968
11010,"3,334",Journal of Infection in Developing Countries,0.968
11010,893,"Journal of the Faculty of Engineering and Architecture of
Gazi University",0.968
11010,"2,097",Nigerian Journal of Clinical Practice,0.968
11010,644,"TRANSACTIONS OF THE ROYAL SOCIETY OF
SOUTH AUSTRALIA",0.968
11018,"4,320",REVISTA BRASILEIRA DE ZOOTECNIA- BRAZILIAN JOURNAL OF ANIMAL SCIENCE,0.967
11019,200,Journal of Corporate Law Studies,0.966
11020,"1,040",Continuum-Journal of Media & Cultural Studies,0.965
11021,736,"ACM TRANSACTIONS ON DESIGN
AUTOMATION OF ELECTRONIC SYSTEMS",0.964
11021,287,Kyoto Journal of Mathematics,0.964
